"종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"060980","HL홀딩스",35650,50,0.14,314,113.54,12308,2.9,102608,0.35,2000,5.61
"011200","HMM",16620,-250,-1.48,20556,0.81,2208,7.53,42300,0.39,1200,7.22
"403870","HPSP",30300,-1350,-4.27,904,33.52,1287,23.55,2407,12.59,150,0.5
"036640","HRS",5290,-20,-0.38,628,8.42,NA,NA,6661,0.79,200,3.78
"082740","HSD엔진",9670,160,1.68,NA,NA,800,12.08,3099,3.12,0,0
"035000","HS애드",6050,20,0.33,1077,5.62,NA,NA,10892,0.56,400,6.61
"405350","IBKS제17호스팩",4000,-90,-2.2,NA,NA,NA,NA,NA,NA,0,0
"426550","IBKS제19호스팩",2325,0,0,NA,NA,NA,NA,NA,NA,0,0
"439730","IBKS제20호스팩",2295,0,0,NA,NA,NA,NA,NA,NA,0,0
"442770","IBKS제21호스팩",2210,10,0.45,NA,NA,NA,NA,NA,NA,0,0
"448760","IBKS제22호스팩",2200,-5,-0.23,NA,NA,NA,NA,NA,NA,0,0
"003560","IHQ",3585,0,0,NA,NA,NA,NA,4545,0.79,0,0
"095340","ISC",77500,-1400,-1.77,2526,30.68,3350,23.13,16085,4.82,600,0.77
"099520","ITX-AI",1284,0,0,46,27.91,NA,NA,413,3.11,0,0
"175330","JB금융지주",10410,10,0.1,2996,3.47,3141,3.31,23551,0.44,835,8.02
"234080","JW생명과학",13910,-90,-0.64,966,14.4,1820,7.64,9063,1.53,500,3.59
"067290","JW신약",2880,-45,-1.54,29,99.31,NA,NA,1160,2.48,0,0
"001060","JW중외제약",40400,-600,-1.46,1331,30.35,2623,15.4,10660,3.79,375,0.93
"001067","JW중외제약2우B",63000,-200,-0.32,NA,NA,NA,NA,NA,NA,375,0.6
"001065","JW중외제약우",34050,150,0.44,NA,NA,NA,NA,NA,NA,400,1.17
"096760","JW홀딩스",4100,-55,-1.32,313,13.1,NA,NA,1513,2.71,100,2.44
"035900","JYP Ent.",109600,800,0.74,2039,53.75,4515,24.27,9081,12.07,369,0.34
"318000","KBG",9480,-160,-1.66,399,23.76,NA,NA,4288,2.21,134,1.41
"024840","KBI메탈",1482,-16,-1.07,51,29.06,NA,NA,3072,0.48,0,0
"105560","KB금융",56200,-1000,-1.75,10955,5.13,12659,4.44,124124,0.45,2950,5.25
"024120","KB오토시스",4305,-100,-2.27,96,44.84,NA,NA,8740,0.49,150,3.48
"455250","KB제25호스팩",2085,-20,-0.95,NA,NA,NA,NA,NA,NA,0,0
"458320","KB제26호스팩",2005,5,0.25,NA,NA,NA,NA,NA,NA,0,0
"002380","KCC",266000,500,0.19,4564,58.28,28797,9.24,695902,0.38,8000,3.01
"021320","KCC건설",5150,30,0.59,223,23.09,NA,NA,22594,0.23,150,2.91
"344820","KCC글라스",41200,-100,-0.24,5894,6.99,7069,5.83,90484,0.46,2400,5.83
"036670","KCI",7480,40,0.54,1656,4.52,NA,NA,9125,0.82,250,3.34
"009070","KCTC",3980,-20,-0.5,879,4.53,NA,NA,8350,0.48,60,1.51
"009440","KC그린홀딩스",3110,-20,-0.64,NA,NA,NA,NA,7463,0.42,50,1.61
"119650","KC코트렐",1610,-51,-3.07,NA,NA,NA,NA,1562,1.03,0,0
"044180","KD",689,-11,-1.57,NA,NA,NA,NA,1464,0.47,0,0
"092220","KEC",1547,-11,-0.71,140,11.05,NA,NA,1912,0.81,60,3.88
"151860","KG ETS",13310,-270,-1.99,13572,0.98,NA,NA,22772,0.58,150,1.13
"046440","KG모빌리언스",5590,-60,-1.06,754,7.41,778,7.19,8294,0.67,220,3.94
"003620","KG모빌리티",9180,10,0.11,NA,NA,NA,NA,5846,1.57,0,0
"016380","KG스틸",8630,20,0.23,5357,1.61,1689,5.11,16907,0.51,150,1.74
"035600","KG이니시스",11170,0,0,2153,5.19,2282,4.89,15089,0.74,400,3.58
"001390","KG케미칼",8020,-380,-4.52,4677,1.71,NA,NA,11474,0.7,100,1.25
"226360","KH 건설",319,0,0,NA,NA,NA,NA,883,0.36,0,0
"111870","KH 전자",2970,0,0,NA,NA,NA,NA,10545,0.28,0,0
"033180","KH 필룩스",442,0,0,NA,NA,NA,NA,2771,0.16,0,0
"060720","KH바텍",15080,100,0.67,1094,13.78,2119,7.12,10166,1.48,300,1.99
"015590","KIB플러그에너지",870,0,0,49,17.76,NA,NA,475,1.83,0,0
"001940","KISCO홀딩스",18560,120,0.65,5760,3.22,NA,NA,75645,0.25,600,3.23
"058400","KNN",901,-3,-0.33,56,16.09,NA,NA,1563,0.58,20,2.22
"025000","KPX케미칼",44000,0,0,6015,7.32,NA,NA,122776,0.36,2750,6.25
"092230","KPX홀딩스",49550,0,0,2267,21.86,NA,NA,210854,0.23,3000,6.05
"000040","KR모터스",765,30,4.08,NA,NA,NA,NA,345,2.22,0,0
"044450","KSS해운",8290,0,0,2016,4.11,NA,NA,17995,0.46,350,4.22
"030200","KT",32250,-100,-0.31,5209,6.19,5237,6.16,64880,0.5,1960,6.08
"033780","KT&G",89600,-1400,-1.54,8489,10.55,6619,13.54,80114,1.12,5000,5.58
"058850","KTcs",4420,0,0,436,10.14,NA,NA,4834,0.91,120,2.71
"058860","KTis",3560,-375,-9.53,501,7.11,NA,NA,6434,0.55,120,3.37
"122450","KX",4905,260,5.6,489,10.03,NA,NA,5988,0.82,167,3.4
"052900","KX하이텍",1218,-12,-0.98,283,4.3,NA,NA,2046,0.6,0,0
"376190","LB루셈",6750,20,0.3,502,13.45,NA,NA,8229,0.82,0,0
"061970","LB세미콘",6640,-120,-1.78,918,7.23,NA,NA,6142,1.08,0,0
"309960","LB인베스트먼트",3845,-30,-0.77,194,19.82,NA,NA,4723,0.81,0,0
"093050","LF",14600,50,0.34,5351,2.73,NA,NA,51612,0.28,700,4.79
"003550","LG",84600,100,0.12,12422,6.81,12148,6.96,164082,0.52,3000,3.55
"034220","LG디스플레이",13590,-140,-1.02,NA,NA,NA,NA,27611,0.49,0,0
"051900","LG생활건강",469000,-1000,-0.21,14112,33.23,23688,19.8,364213,1.29,4000,0.85
"051905","LG생활건강우",184000,900,0.49,NA,NA,NA,NA,NA,NA,4050,2.2
"373220","LG에너지솔루션",496500,-10500,-2.07,3306,150.18,12383,40.1,80052,6.2,0,0
"003555","LG우",61900,-200,-0.32,NA,NA,NA,NA,NA,NA,3050,4.93
"032640","LG유플러스",10390,-120,-1.14,1543,6.73,1697,6.12,18996,0.55,650,6.26
"011070","LG이노텍",250500,0,0,41406,6.05,37025,6.77,180261,1.39,4150,1.66
"066570","LG전자",104300,-1100,-1.04,6640,15.71,12306,8.48,116599,0.89,700,0.67
"066575","LG전자우",47000,-750,-1.57,NA,NA,NA,NA,NA,NA,750,1.6
"037560","LG헬로비전",3970,-45,-1.12,NA,NA,546,7.27,8077,0.49,120,3.02
"051910","LG화학",552000,-21000,-3.66,23670,23.32,40658,13.58,445524,1.24,10000,1.81
"051915","LG화학우",311000,-8000,-2.51,NA,NA,NA,NA,NA,NA,10050,3.23
"079550","LIG넥스원",85300,700,0.83,5641,15.12,8451,10.09,42909,1.99,1500,1.76
"006260","LS",102000,-100,-0.1,16306,6.26,15337,6.65,144965,0.7,1550,1.52
"010120","LS ELECTRIC",101500,200,0.2,3077,32.99,8795,11.54,52919,1.92,1100,1.08
"000680","LS네트웍스",3850,-100,-2.53,NA,NA,NA,NA,7510,0.51,0,0
"060370","LS마린솔루션",10790,30,0.28,NA,NA,458,23.57,4569,2.36,30,0.28
"229640","LS전선아시아",8350,-140,-1.65,NA,NA,245,34.1,4898,1.7,250,2.99
"108320","LX세미콘",84300,-1600,-1.86,14368,5.87,13470,6.26,58432,1.44,4500,5.34
"001120","LX인터내셔널",30200,400,1.34,14325,2.11,8425,3.58,62867,0.48,3000,9.93
"108670","LX하우시스",47150,1200,2.61,NA,NA,8133,5.8,87146,0.54,200,0.42
"108675","LX하우시스우",20050,50,0.25,NA,NA,NA,NA,NA,NA,250,1.25
"383800","LX홀딩스",7720,10,0.13,2190,3.53,1929,4,21133,0.37,310,4.02
"38380K","LX홀딩스1우",9490,10,0.11,NA,NA,NA,NA,NA,NA,320,3.37
"086960","MDS테크",1905,-60,-3.05,NA,NA,NA,NA,1258,1.51,0,0
"023150","MH에탄올",6750,-120,-1.75,766,8.81,NA,NA,10227,0.66,250,3.7
"038340","MIT",1283,0,0,NA,NA,NA,NA,247,5.19,0,0
"035420","NAVER",219500,-2000,-0.9,5007,43.84,7744,28.34,151646,1.45,914,0.42
"160550","NEW",6090,-100,-1.62,NA,NA,NA,NA,4300,1.42,0,0
"053290","NE능률",6100,0,0,275,22.18,NA,NA,5170,1.18,60,0.98
"181710","NHN",24000,0,0,NA,NA,2179,11.01,49179,0.49,0,0
"060250","NHN KCP",8660,-30,-0.35,903,9.59,1066,8.12,5131,1.69,200,2.31
"104200","NHN벅스",4195,-70,-1.64,187,22.43,NA,NA,5461,0.77,0,0
"005940","NH투자증권",10600,70,0.66,881,12.03,1722,6.16,21824,0.49,700,6.6
"005945","NH투자증권우",9900,60,0.61,NA,NA,NA,NA,NA,NA,750,7.58
"034310","NICE",13300,30,0.23,1012,13.14,NA,NA,21230,0.63,410,3.08
"030190","NICE평가정보",10180,10,0.1,882,11.54,847,12.01,5732,1.78,370,3.63
"008260","NI스틸",6470,50,0.78,1706,3.79,NA,NA,6580,0.98,100,1.55
"004250","NPC",5610,-80,-1.41,678,8.27,NA,NA,9416,0.6,100,1.78
"004255","NPC우",2945,0,0,NA,NA,NA,NA,NA,NA,105,3.57
"456040","OCI",125000,2700,2.21,NA,NA,NA,NA,NA,NA,0,0
"010060","OCI홀딩스",90100,1300,1.46,36941,2.44,30092,2.99,166136,0.54,2500,2.77
"178920","PI첨단소재",28000,50,0.18,1557,17.98,1295,21.63,11627,2.41,779,2.78
"024940","PN풍년",6930,-220,-3.08,189,36.67,NA,NA,4921,1.41,25,0.36
"005490","POSCO홀딩스",593000,-10000,-1.66,41456,14.3,41284,14.36,692323,0.86,12000,2.02
"218410","RFHIC",18200,1460,8.72,106,171.7,1099,16.56,10432,1.74,100,0.55
"327260","RF머트리얼즈",10700,190,1.81,411,26.03,NA,NA,5233,2.04,100,0.93
"091340","S&K폴리텍",2830,-30,-1.05,NA,NA,NA,NA,8329,0.34,0,0
"010950","S-Oil",79900,-300,-0.37,18075,4.42,10530,7.59,75353,1.06,5500,6.88
"010955","S-Oil우",53400,0,0,NA,NA,NA,NA,NA,NA,5525,10.35
"419530","SAMG엔터",26450,-700,-2.58,NA,NA,NA,NA,5924,4.46,0,0
"019550","SBI인베스트먼트",801,-8,-0.99,NA,NA,NA,NA,730,1.1,0,0
"034120","SBS",30100,-500,-1.63,8623,3.49,3844,7.83,46405,0.65,1000,3.32
"046140","SBS콘텐츠허브",5910,-110,-1.83,497,11.89,NA,NA,9066,0.65,0,0
"151910","SBW생명과학",450,-6,-1.32,NA,NA,NA,NA,216,2.08,0,0
"036120","SCI평가정보",3970,10,0.25,68,58.38,NA,NA,866,4.58,50,1.26
"099220","SDN",1458,-25,-1.69,14,104.14,NA,NA,1886,0.77,0,0
"036540","SFA반도체",5410,-40,-0.73,262,20.65,192,28.24,2779,1.95,0,0
"255220","SG",1147,-21,-1.8,80,14.34,NA,NA,1980,0.58,0,0
"040610","SG&G",1695,-18,-1.05,1225,1.38,NA,NA,9276,0.18,0,0
"049470","SGA",658,29,4.61,NA,NA,NA,NA,790,0.83,0,0
"184230","SGA솔루션즈",760,-10,-1.3,90,8.44,NA,NA,909,0.84,0,0
"005090","SGC에너지",26650,-100,-0.37,8093,3.29,4909,5.43,48174,0.55,1700,6.38
"016250","SGC이테크건설",20900,-50,-0.24,16327,1.28,NA,NA,78491,0.27,1500,7.18
"001380","SG글로벌",1537,-30,-1.91,NA,NA,NA,NA,2695,0.57,0,0
"004060","SG세계물산",469,-2,-0.42,9,52.11,NA,NA,1234,0.38,0,0
"001770","SHD",23050,-400,-1.71,8905,2.59,NA,NA,42355,0.54,100,0.43
"002360","SH에너지화학",683,-13,-1.87,17,40.18,NA,NA,857,0.8,10,1.46
"009160","SIMPAC",4110,-5,-0.12,1381,2.98,NA,NA,11050,0.37,200,4.87
"123700","SJM",4030,-115,-2.77,316,12.75,NA,NA,11352,0.36,100,2.48
"025530","SJM홀딩스",3690,-105,-2.77,127,29.06,NA,NA,11073,0.33,150,4.07
"034730","SK",151000,700,0.47,19547,7.72,18252,8.27,391404,0.39,5000,3.31
"011790","SKC",81300,-700,-0.85,NA,NA,1554,52.33,50774,1.6,1100,1.35
"018670","SK가스",147400,12700,9.43,28644,5.15,25781,5.72,260823,0.57,6500,4.41
"001740","SK네트웍스",6490,60,0.93,395,16.43,349,18.58,10311,0.63,120,1.85
"006120","SK디스커버리",42350,1900,4.7,21631,1.96,NA,NA,153209,0.28,1700,4.01
"006125","SK디스커버리우",31050,400,1.31,NA,NA,NA,NA,NA,NA,1750,5.64
"210980","SK디앤디",27900,900,3.33,3084,9.05,4202,6.64,31414,0.89,800,2.87
"068400","SK렌터카",12100,100,0.83,457,26.48,680,17.8,11371,1.06,150,1.24
"302440","SK바이오사이언스",70800,-800,-1.12,1596,44.36,NA,NA,22683,3.12,0,0
"326030","SK바이오팜",90000,-1600,-1.75,NA,NA,338,266.61,4042,22.27,0,0
"402340","SK스퀘어",42800,1050,2.51,1837,23.3,628,68.18,118972,0.36,0,0
"361610","SK아이이테크놀로지",79300,-1700,-2.1,NA,NA,1450,54.71,30501,2.6,0,0
"100090","SK오션플랜트",20650,-50,-0.24,524,39.41,1215,16.99,9783,2.11,0,0
"03473K","SK우",131000,-600,-0.46,NA,NA,NA,NA,NA,NA,5050,3.85
"096770","SK이노베이션",164200,-400,-0.24,18214,9.02,18521,8.87,229593,0.72,5840,3.56
"096775","SK이노베이션우",108200,-800,-0.73,NA,NA,NA,NA,NA,NA,5890,5.44
"001510","SK증권",630,-7,-1.1,23,27.39,NA,NA,1525,0.41,5,0.79
"001515","SK증권우",2105,20,0.96,NA,NA,NA,NA,NA,NA,10,0.48
"285130","SK케미칼",61700,200,0.33,9910,6.23,NA,NA,124642,0.5,1500,2.43
"28513K","SK케미칼우",29250,200,0.69,NA,NA,NA,NA,NA,NA,1550,5.3
"017670","SK텔레콤",50600,-100,-0.2,4118,12.29,5229,9.68,51911,0.97,3320,6.56
"000660","SK하이닉스",119200,200,0.17,3242,36.77,2705,44.07,92004,1.3,1200,1.01
"048550","SM C&C",2015,-60,-2.89,57,35.35,NA,NA,1115,1.81,0,0
"063440","SM Life Design",1940,-20,-1.02,54,35.93,NA,NA,1136,1.71,0,0
"003570","SNT다이내믹스",11570,-170,-1.45,1027,11.27,NA,NA,29430,0.39,500,4.32
"064960","SNT모티브",45550,-350,-0.76,6470,7.04,7365,6.18,66442,0.69,1600,3.51
"100840","SNT에너지",23100,900,4.05,2292,10.08,NA,NA,38778,0.6,800,3.46
"036530","SNT홀딩스",15490,-60,-0.39,3556,4.36,NA,NA,68239,0.23,700,4.52
"005610","SPC삼립",67100,200,0.3,6568,10.22,8393,7.99,48007,1.4,1700,2.53
"011810","STX",26350,-2750,-9.45,NA,NA,NA,NA,1753,15.03,0,0
"465770","STX그린로지스",23500,-2700,-10.31,NA,NA,NA,NA,NA,NA,0,0
"077970","STX엔진",13620,-120,-0.87,NA,NA,NA,NA,11315,1.2,0,0
"071970","STX중공업",10540,-230,-2.14,498,21.16,827,12.74,6770,1.56,0,0
"002820","SUN&L",2570,10,0.39,NA,NA,NA,NA,12936,0.2,0,0
"289080","SV인베스트먼트",1919,-20,-1.03,65,29.52,NA,NA,1322,1.45,20,1.04
"084870","TBH글로벌",2120,-55,-2.53,236,8.98,NA,NA,2886,0.73,0,0
"002710","TCC스틸",53500,600,1.13,1239,43.18,NA,NA,8127,6.58,120,0.22
"089230","THE E&M",227,12,5.58,NA,NA,NA,NA,340,0.67,0,0
"161570","THE MIDONG",1640,139,9.26,NA,NA,NA,NA,858,1.91,0,0
"032540","TJ미디어",5740,-120,-2.05,322,17.83,NA,NA,6121,0.94,230,4.01
"022220","TKG애강",1227,-3,-0.24,88,13.94,NA,NA,1824,0.67,0,0
"069260","TKG휴켐스",21700,100,0.46,2132,10.18,2965,7.32,19290,1.12,1000,4.61
"048770","TPC",3810,-105,-2.68,2,1905,NA,NA,2664,1.43,25,0.66
"246690","TS인베스트먼트",1372,-32,-2.28,207,6.63,NA,NA,1787,0.77,10,0.73
"317240","TS트릴리온",1528,77,5.31,NA,NA,NA,NA,190,8.04,0,0
"002900","TYM",6200,-100,-1.59,2262,2.74,2009,3.09,7778,0.8,300,4.84
"024070","WISCOM",2665,-45,-1.66,NA,NA,NA,NA,7345,0.36,50,1.88
"057030","YBM넷",4045,-15,-0.37,472,8.57,NA,NA,3039,1.33,150,3.71
"037270","YG PLUS",5310,10,0.19,183,29.02,NA,NA,2248,2.36,0,0
"040300","YTN",8220,-430,-4.97,131,62.75,NA,NA,6078,1.35,60,0.73
"051390","YW",3860,-15,-0.39,352,10.97,NA,NA,8894,0.43,150,3.89
"052220","iMBC",3325,-5,-0.15,73,45.55,NA,NA,2431,1.37,0,0
"079940","가비아",14540,330,2.32,1666,8.73,NA,NA,9245,1.57,70,0.48
"078890","가온그룹",6020,-180,-2.9,689,8.74,NA,NA,12011,0.5,100,1.66
"000500","가온전선",20550,-200,-0.96,2458,8.36,NA,NA,49444,0.42,50,0.24
"399720","가온칩스",38550,-2300,-5.63,413,93.34,805,47.88,4734,8.14,0,0
"036620","감성코퍼레이션",3710,-20,-0.54,180,20.61,454,8.18,568,6.53,0,0
"000860","강남제비스코",22000,-150,-0.68,952,23.11,NA,NA,92542,0.24,500,2.27
"217730","강스템바이오텍",1772,-60,-3.28,NA,NA,NA,NA,1185,1.5,0,0
"035250","강원랜드",15870,-260,-1.61,570,27.84,1403,11.32,16846,0.94,350,2.21
"114190","강원에너지",20450,-350,-1.68,132,154.92,NA,NA,1237,16.53,0,0
"094480","갤럭시아머니트리",5210,-50,-0.95,138,37.75,NA,NA,2934,1.78,45,0.86
"011420","갤럭시아에스엠",1838,-42,-2.23,167,11.01,NA,NA,1210,1.52,0,0
"039240","경남스틸",3195,0,0,358,8.92,NA,NA,3837,0.83,130,4.07
"053950","경남제약",1395,-28,-1.97,NA,NA,NA,NA,2976,0.47,0,0
"002100","경농",9990,-60,-0.6,1503,6.65,NA,NA,12997,0.77,400,4
"009450","경동나비엔",45650,-400,-0.87,3707,12.31,NA,NA,35820,1.27,500,1.1
"267290","경동도시가스",20300,250,1.25,4105,4.95,NA,NA,67007,0.3,875,4.31
"012320","경동인베스트",78800,100,0.13,6519,12.09,NA,NA,205405,0.38,750,0.95
"011040","경동제약",6870,-10,-0.15,447,15.37,NA,NA,9479,0.72,400,5.82
"000050","경방",8980,150,1.7,177,50.73,NA,NA,30304,0.3,125,1.39
"214390","경보제약",7350,-50,-0.68,26,282.69,NA,NA,6011,1.22,50,0.68
"012610","경인양행",4155,-30,-0.72,345,12.04,NA,NA,5831,0.71,50,1.2
"009140","경인전자",24550,-2150,-8.05,2080,11.8,NA,NA,49149,0.5,350,1.43
"024910","경창산업",2745,-35,-1.26,581,4.72,NA,NA,3398,0.81,0,0
"013580","계룡건설",14840,-50,-0.34,6828,2.17,NA,NA,84371,0.18,500,3.37
"012200","계양전기",2010,-30,-1.47,NA,NA,NA,NA,3924,0.51,25,1.24
"012205","계양전기우",4280,180,4.39,NA,NA,NA,NA,NA,NA,30,0.7
"002140","고려산업",3440,-75,-2.13,28,122.86,NA,NA,4286,0.8,25,0.73
"198440","고려시멘트",1870,-28,-1.48,NA,NA,NA,NA,3419,0.55,0,0
"049720","고려신용정보",10200,10,0.1,761,13.4,NA,NA,2824,3.61,330,3.24
"010130","고려아연",546000,-6000,-1.09,42967,12.71,30423,17.95,455251,1.2,20000,3.66
"002240","고려제강",20500,-50,-0.24,3242,6.32,NA,NA,64024,0.32,300,1.46
"014570","고려제약",6820,-70,-1.02,1095,6.23,NA,NA,7855,0.87,180,2.64
"348150","고바이오랩",10900,-250,-2.24,NA,NA,NA,NA,4433,2.46,0,0
"098460","고영",12860,-100,-0.77,584,22.02,623,20.63,4553,2.82,140,1.09
"035290","골드앤에스",913,-12,-1.3,NA,NA,NA,NA,313,2.92,0,0
"215000","골프존",91900,-1100,-1.18,18293,5.02,19787,4.64,59058,1.56,4500,4.9
